Name,URL,Income,Pages,Size,404,500,Robots
ARTSREVIVE,artsrevive.com,138290.0,0,0,0,0,False
REV BIRMINGHAM INC,www.revbirmingham.org,1695242.0,0,0,0,0,False
BELLINGRATH GARDENS AND HOME,www.bellingrath.org,3422595.0,2369,866250739,10,0,True
PIONEER MUSEUM OF ALABAMA ASSN,www.pioneer-museum.org,103113.0,125,103624363,2,0,True
ALABAMA SPORTS HALL OF FAME,ashof.org,552152.0,2812,41542788,27,0,False
BIRMINGHAM MUSEUM OF ART MEMBERS,www.artsbma.org,128759.0,11331,602377833,1765,0,True
BESSEMER HALL OF HISTORY INC,www.bessemerhallofhistory.org,52653.0,3,2176,1,0,False
LEE COUNTY HISTORICAL SOCIETY,www.leecountyhistoricalsociety.org,65826.0,0,0,0,0,False
SELMA DALLAS COUNTY HISTORIC PRESERVATION SOCIETY,historicselma.org,66034.0,0,0,0,0,False
BIRMINGHAM MUSEUM OF ART FOUNDATION,artsbma.org,1520372.0,11331,602377833,1765,0,True
BLUE AND GREY MUSEUM OF NORTH ALABAMA,www.alabamacivilwarmuseum.com,43542.0,0,0,0,0,False
ALABAMA GOSPEL MUSIC CULTURAL ARTS CENTER,www.alabamagospelcenter.org,43765.0,636,171953681,3,0,True
WESTERVELT FOUNDATION,www.westerveltfoundation.org,177324.0,0,0,0,0,False
MUSEUM OF MOBILE INC,www.museumofmobile.com,44210.0,205,102598297,0,0,True
ALABAMA VETERANS MUSEUM & ARCHIVES,www.alabamaveteransmuseum.com,143504.0,168,5725559,0,0,True
GUNTERSVILL HISTORICAL SOCIETY INC,www.guntersvillehistoricalsociety.org,25646.0,0,0,0,0,False
BIRMINGHAM CIVIL RIGHTS INSTITUTE,www.bcri.org,2191134.0,255,75026295,3,1,False
NORTH ALABAMA SCIENCE CENTER INC,www.sci-quest.org,1495209.0,6,4641,0,0,True
JEMISON-VAN DE GRAAFF MANSION FOUNDATION,jemisonmansion.com,166506.0,66,2531522,3,0,True
MONTGOMERY COUNTY HISTORICAL SOCIETY,www.montgomeryhistoricalsociety.com,109920.0,0,0,0,0,False
MOBILE ZOO,www.mobilezoo.cc,141963.0,131,19551581,7,0,True
BIRMINGHAM ZOO INC,www.birminghamzoo.com,9971313.0,2429,215042689,198,0,True
CHAMBER OF COMMERCE MONTGOMERY AREA,www.montgomerychamber.com,6338331.0,0,0,0,0,False
ALTAMONT SCHOOL,www.altamontschool.org,7378963.0,0,0,0,0,False
HISTORIC MOBILE PRESERVATION SOCIETY INC,www.historicmobile.org,287161.0,2,9794,0,0,True
EASTERN SHORE ART ASSN INC,www.esartcenter.com,437551.0,341,28719262,2,0,True
LANDMARKS FOUNDATION OF MONTGOMERY,www.oldalabamatown.com,864680.0,10,36477,3,0,False
THE RICHARDS-DAR HOUSE MUSEUM,www.richardsdarhouse.com,44339.0,59,25304730,2,0,False
HUNTSVILLE MUSEUM ASSOCIATION INC,www.hsvmuseum.org,1124224.0,9280,209643891,118,2,True
THE ART FUND OF BIRMINGHAM INC,www.artsbma.org,2091844.0,11331,602377833,1765,0,True
HUNTSVILLE MADISON COUNTY BOTANICAL GARDEN SOCIETY INC,www.hsvbg.org,2995564.0,938,161800554,1,0,False
ALABAMA WILDLIFE CENTER,www.awrc.org,305442.0,439,34293113,8,0,True
AUTAUGA COUNTY HERITAGE ASSOCIATION,www.autaugaheritage.org,98862.0,3,1332,0,0,False
CAPRI COMMUNITY FILM SOCIETY INC,www.capritheatre.org,363845.0,37,8792155,1,0,False
COLEMAN CENTER FOR THE ARTS,www.colemanarts.org,137251.0,1,427,0,0,True
BURRITT MUSEUM ASSOCIATION INC,www.burrittonthemountain.com,1171336.0,2,2571,0,0,False
ALABAMA JAZZ HALL OF FAME INC,www.jazzhall.com,252378.0,65,2603061,5,0,False
KENTUCK ART CENTER & MUSEUM,kentuck.org,482095.0,393,37835322,6,0,True
ANNISTON MUSEUM ENDOWMENT CORPORATION,www.annistonmuseum.org,108730.0,198,23128036,4,0,False
OPELIKA MAIN STREET INC,www.opelikamainstreet.org,74237.0,0,0,0,0,False
THE WIREGRASS MUSEUM OF ART INC,www.wiregrassmuseum.org,601772.0,0,0,0,0,False
MUSEUM OF EAST ALABAMA,www.eastalabama.org,58303.0,283,845589425,20,0,False
DOTHAN AREA BOTANICAL GARDENS INC,www.dabg.com,235510.0,484,15641918,108,0,False
FARLEY L BERMAN FOUNDATION INC,www.bermanmuseum.org,406013.0,89,10351877,2,0,False
MONROE COUNTY HERITAGE MUSEUM INC,www.monroecountymuseum.org,542408.0,0,0,0,0,False
ISABEL ANDERSON COMER MUSEUM & ARTS CENTER,comermuseum.weebly.com,61016.0,1373,205371621,2,0,True
MOBILE MEDICAL MUSEUM INC,www.mobilemedicalmuseum.com,31499.0,2,1552,0,0,True
BARBER VINTAGE MOTORSPORT MUSEUM,www.barbermuseum.org,5035116.0,251,22313891,1,0,True
FAIRHOPE EDUCATIONAL ENRICHMENT FOUNDATION,feefonline.org,237424.0,0,0,0,0,False
ALABAMA CONSTITUTION VILLAGE FOUNDATION,www.earlyworks.com,513691.0,562,20679666,5,8,True
ALDRIDGE GARDENS,www.aldridgegardens.com,546024.0,2805,18157662,163,2,True
VULCAN PARK AND MUSEUM,www.visitvulcan.com,1314643.0,549,117073829,8,0,True
TROY-PIKE CULTURAL ARTS CENTER INC,www.tpcac.org,261589.0,321,84270120,4,0,False
GEORGE WASHINGTON CARVER INTERPRETIVE MUSEUM,www.gwcarvermuseum.org,51955.0,3,1333,0,0,False
BIRMINGHAM HISTORICAL SOCIETY,bhistorical.org,290135.0,167,67648881,3,0,False
SOUTHERN MUSEUM OF FLIGHT FDN INC,www.southernmuseumofflight.org,252063.0,364,45069972,0,0,True
NORTH ALABAMA RAILROAD MUSEUM INC,www.northalabamarailroadmuseum.com,67253.0,0,0,0,0,False
TUSCALOOSA COUNTY PRESERVATION SOCIETY INC,www.historictuscaloosa.org,211561.0,0,0,0,0,False
CHILDRENS MUSEUM OF THE SHOALS INC,www.shoalschildrensmuseum.org,88703.0,102,379237,4,0,False
TUSKEGEE HUMAN AND CIVIL RIGHTS MULTICULTURAL CENTER,www.tuskegeecenter.org,279285.0,1048,14402049,10,0,False
ENDOWMENT FOR MCWANE SCIENCE CENTER,www.mcwane.org,387462.0,1302,104994018,3,0,True
ALABAMA HOLOCAUST FOUNDATION,www.alabamaholocaustcommission.org,49117.0,0,0,0,0,False
CENTRAL CARVER FOUNDATION INC,www.culturalarts.org,17825.0,14,94875,6,0,True
SLOSS FURNACES FOUNDATION INC,www.slossfurnaces.com,520166.0,168,16303642,4,0,True
ALASKA VETERANS MUSEUM,www.alaskaveterans.com,111888.0,56,2138456,0,0,True
PALMER MUSEUM OF HISTORY AND ART,palmermuseum.org,167287.0,61,389850,3,0,True
AMERICAN BALD EAGLE FOUNDATION,www.baldeagles.org,287725.0,1211,273686325,11,0,True
FRIENDS OF THE ALASKA STATE MUSEUM,museums.alaska.gov,163379.0,2236,957805659,2,1,True
OUTDOOR HERITAGE FOUNDATION,www.ohfak.org,410063.0,0,0,0,0,False
SITKA SOUND SCIENCE CENTER,www.sitkasoundsciencecenter.org,967275.0,6,217240,0,0,True
RIO GRANDE MODELING & HISTORICAL SOCIETY,www.drgw.org,27676.0,0,0,0,0,False
WESTERN HISTORY ASSOCIATION,www.westernhistoryassociation.org,255050.0,0,0,0,0,False
RUSSIAN ORTHODOX SACRED SITES IN ALASKA INC,www.rossialaska.org,69888.0,0,0,0,0,False
GOLDBELT HERITAGE FOUNDATION,www.goldbelt.com,1486310.0,405,27602516,3,0,True
SEWARD COMMUNITY LIBRARY,cityofseward.net,252630.0,2,1074,0,0,False
FAIRBANKS NATIVE ASSOCIATION,www.childrenareprecious.org,17260153.0,0,0,0,0,False
ALASKA ZOO,www.alaskazoo.org,3356471.0,508,75438771,6,0,True
ALASKA GEOGRAPHIC ASSOCIATION,www.alaskageographic.org,4803287.0,2628,185628193,296,0,False
ALASKA AVIATION HERITAGE MUSEUM,www.alaskaairmuseum.org,617601.0,4,39687,0,0,True
SITKA HISTORICAL SOCIETY INC,www.sitkahistory.org,257320.0,3,2114,0,0,True
ALASKA ASSOCIATION FOR HISTORIC PRESERVATION INC,www.aahp-online.net,112687.0,89,8687647,3,0,True
CLAUSEN MEMORIAL MUSEUM,www.clausenmuseum.net,77070.0,59,448639,3,0,False
EAGLE HISTORICAL SOCIETY OF ALASKA,www.eaglehistoricalsociety.com,15102.0,0,0,0,0,False
MUSEUMS ALASKA,museumsalaska.org,340642.0,13,52949,0,0,True
TALKEETNA HISTORICAL SOCIETY,www.talkeetnahistoricalsociety.org,61375.0,78,1754582,1,0,False
FRIENDS OF SHELDON JACKSON MUSEUM,www.museums.state.ak.us,126517.0,15,7704,0,0,False
AHTNA HERITAGE FOUNDATION,ahtnaheritagefoundation.com,947541.0,0,0,0,0,False
ALASKA BOTANICAL GARDEN INC,www.alaskabg.org,1089507.0,2458,323885708,257,0,True
ALASKA NATIVE HERITAGE CENTER,www.alaskanative.net,5120504.0,349,63068650,18,0,False
ANCHORAGE MUSEUM,www.anchoragemuseum.org,6516578.0,5950,1779545717,28,0,False
SEWARD ASSOCIATION FOR THE ADVANCEMENT OF MARINE SCIENCE,www.alaskasealife.org,8471970.0,0,0,0,0,False
SHELDON MUSEUM AND CULTURAL CENTER INC,www.sheldonmuseum.org,315510.0,553,19721198,3,0,False
ALASKA MUSEUM OF NATURAL HISTORY,www.alaskamuseum.org,414808.0,43,1657756,0,0,True
ANCHORAGE GENEALOGICAL SOCIETY,www.anchoragegenealogy.org,7853.0,0,0,0,0,False
ALUTIIQ HERITAGE FOUNDATION,www.alutiiqmuseum.com,720630.0,3,1618,1,0,False
KODIAK MARITIME MUSEUM AND ART CENTER,www.kodiakmaritimemuseum.org,158001.0,450,16823257,16,0,False
IDITAROD NATIONAL HISTORIC TRAIL INC,iditarod1.org,222368.0,0,0,0,0,False
SITKA MARITIME HERITAGE SOCIETY INC,www.sitkamaritime.org,31400.0,0,0,0,0,False
THE TED STEVENS FOUNDATION,tedstevensfoundation.org,351125.0,0,0,0,0,False
KASILOF REGIONAL HISTORICAL ASSOCIATION,www.kasilofhistoricalsociety.org,68644.0,0,0,0,0,False
ALASKA CHALLENGER CENTER FOR SPACE SCIENCE TECHNOLOGY INCORP,www.akchallenger.org,2193114.0,0,0,0,0,False
KODIAK HISTORICAL SOCIETY,www.baranov.us,333248.0,73,670100,0,0,True
HOMER SOCIETY OF NATURAL HISTORY INC,www.prattmuseum.org,933690.0,2496,43567376,535,0,True
ANCHORAGE MUSEUM ASSOCIATION,www.anchoragemuseum.org,9519228.0,5950,1779545717,28,0,False
CORDOVA HISTORICAL SOCIETY,www.cordovamuseum.org,48752.0,1316,33527242,3,0,True
KACHEMAK HERITAGE LAND TRUST,kachemaklandtrust.org,302940.0,252,48818038,4,0,True
HISTORIC KETCHIKAN INC,www.historicketchikan.org,36338.0,0,0,0,0,False
SANTA CRUZ VALLEY HERITAGE ALLIANCE,www.santacruzheritage.org,107013.0,0,0,0,0,False
SOLAR CULTURE GALLERY INCORPORATED,www.solarculture.org,154623.0,5861,107975693,8,0,False
TUCSON BOTANICAL GARDENS,www.tucsonbotanical.org,2215532.0,1348,408361610,80,0,True
CASA GRANDE VALLEY HISTORICAL SOCIETY INC,www.cgvhs.org,147036.0,3,6413,0,0,True
FRIENDS OF OCONNOR HOUSE,www.oconnorhouse.org,562089.0,0,0,0,0,False
NAVAJO CODE TALKERS FOUNDATION,navajocodetalkers.org,410870.0,0,0,0,0,False
VETERANS HERITAGE PROJECT,veteransheritage.org,69950.0,0,0,0,0,False
FRIENDS OF TUCSONS BIRTHPLACE,www.tucsonsbirthplace.org,138799.0,0,0,0,0,False
FRIENDS OF THE SONORAN DESERT NATIONAL MONUMENT,www.sonorandesertfriends.org,52337.0,0,0,0,0,False
"VERDE VALLEY ARCHAEOLOGY CENTER, INC.",www.verdevalleyarchaeology.org,75640.0,34751,428068468,0,0,True
WICKENBURG HISTORICAL PRESERVATION SOCIETY,www.wickenburghistory.com,6569.0,0,0,0,0,False
U S ARMY OF THE WEST MORMON BATTALION FOUNDATION,www.usarmyofthewest.org,11731.0,0,0,0,0,False
BUFFALO SOLDIERS OF THE ARIZONA TERRITORY,www.buffalosoldiersaztrty.smugmug.com,3918.0,0,0,0,0,False
SNOWFLAKE ACADEMY FOUNDATION,www.snowflakeacademy.com,6499.0,0,0,0,0,False
SHEMER ART CENTER AND MUSEUM ASSOCIATION INC SACAMA,www.shemerartcenter.org,115023.0,0,0,0,0,False
THE INTERNATIONAL DARK-SKY ASSOCIATION INC,www.darksky.org,547302.0,2038,794182594,20,0,True
SUNNYSLOPE HISTORICAL SOCIETY,www.sunnyslopehistoricalsociety.org,16165.0,116,9102638,0,0,True
YUMA ART SYMPOSIUM INC,www.yumaartsymposium.memberlodge.org,39973.0,0,0,0,0,False
PRESCOTT CORRAL OF WESTERNERS INTERNATIONAL,www.prescottcorral.org,26298.0,24,177736,2,0,False
YUMA CROSSING NATIONAL HERITAGE AREA CORPORATION,www.yumaheritage.com,2854792.0,0,0,0,0,False
PHOENIX ART MUSEUM,www.phxart.org,9009528.0,2052,144997083,51,0,True
LOWELL OBSERVATORY,www.lowell.edu,10716794.0,126869,2584954165,28,0,True
MUSEUM OF NORTHERN ARIZONA INC,www.musnaz.org,4514133.0,5183,204767755,104,0,True
HEARD MUSEUM,www.heard.org,10769873.0,2576,211191097,393,0,True
ARIZONA SONORA DESERT MUSEUM,www.desertmuseum.org,11272221.0,9708,1537602756,404,2,True
SHARLOT HALL HISTORICAL SOCIETY OF ARIZONA,www.sharlot.org,864275.0,105492,3107909856,840,122,True
AMERIND FOUNDATION,www.amerind.org,7241432.0,146,3594476,19,0,False
ARIZONA HUMANE SOCIETY,www.azhumane.org,14411606.0,4283,473745233,331,0,True
DESERT BOTANICAL GARDEN,www.dbg.org,13459008.0,1566,326040342,111,0,True
JEROME HISTORICAL SOCIETY INC,www.jeromehistoricalsociety.com,577679.0,499,9860527,20,0,True
MOHAVE COUNTY HISTORICAL SOCIETY INC,www.mohavemuseum.org,258306.0,216,26789122,6,0,False
ARIZONA ZOOLOGICAL SOCIETY,phoenixzoo.org,28082334.0,0,0,0,0,False
PETRIFIED FOREST MUSEUM ASSOCIATION,www.petnfiedforestbookstore.com,528653.0,0,0,0,0,False
NORTHERN ARIZONA PIONEERS HISTORICAL SOCIETY,www.arizonahistoricalsociety.org,67879.0,8703,451029681,2104,1,True
FRANK LLOYD WRIGHT FOUNDATION,www.franklloydwright.org,14652632.0,1,492,0,0,True
YUMA COUNTY HISTORICAL SOCIETY INC,www.arizonahistoricalsociety.org,80718.0,8703,451029681,2104,1,True
TEMPE HISTORICAL SOCIETY,www.tempe.gov,6053.0,211267,8209173685,641,112,True
PRESCOTT COLLEGE,www.prescott.edu,25782035.0,0,0,0,0,False
NORTHERN GILA COUNTY HISTORICAL SOCIETY,rimcountrymuseums.com,116068.0,1642,115562948,49,0,True
POSTAL HISTORY FOUNDATION,www.postalhistoryfoundation.org,195114.0,653,2253344,4,1,True
ROSSON HOUSE HERITAGE SQUARE & FOUNDATION INC,rossonhousemuseum.org,249710.0,7,4078,0,0,False
ARIZONA SCIENCE CENTER,www.azscience.org,10709144.0,213725,516361330,1,0,True
PUEBLO GRANDE MUSEUM AUXILIARY,www.pueblogrande.org,98741.0,3361,263617762,3,0,True
TOHONO CHUL PARK,www.tohonochulpark.org,2736001.0,3817,363856697,18,3,True
ARIZONA RAILWAY MUSEUM,www.azrymuseum.org,85259.0,0,0,0,0,False
FLAGSTAFF CULTURAL PARTNERS,flagartscouncil.org,661528.0,0,0,0,0,False
GRAND CANYON TRUST,www.grandcanyontrust.org,5872513.0,0,0,0,0,False
TUCSON HISTORIC PRESERVATION FOUNDATION INC,www.preservetuccon.org,79532.0,0,0,0,0,False
REX ALLENS ARIZONA COWBOY MUSEUM,www.rexallenmuseum.org,84094.0,418,13572371,26,0,False
GRACE FOUNDATION FOR THE PRESERVATION OF AMERICAN,www.gracemuseumofamerica.org,188605.0,0,0,0,0,False
PASCUA YAQUI TRIBE OF ARIZONA,www.pascuayaqui-nsn.gov,62194.0,0,0,0,0,False
PRESCOTT CREEKS PRESERVATION ASSOCIATION,www.prescottcreeks.org,362050.0,0,0,0,0,False
TUCSON CHILDRENS MUSEUM INC,www.tucsonchildrensmuseum.org,1261540.0,3,1551,2,0,False
GADSDEN-PACIFIC DIVISION TOY TRAIN OPERATING MUSEUM LTD,www.gpdtoytrainmuseum.com,95171.0,1714,222093176,6,0,True
ALWUN HOUSE FOUNDATION,www.alwunhouse.org,69658.0,1323,119643435,55,0,True
THE SMOKI MUSEUM,www.smokimuseum.org,195703.0,11,67463,3,0,False
ARIZONA MUSEUM OF NATURAL,www.azmnh.org,67595.0,7,3267,0,0,False
CASTANEDA MUSEUM OF ETHNIC COSTUME INC,www.castanedamuseum.org,63635.0,147,8438149,0,0,True
SONORAN ARTS LEAGUE INC,www.sonoranartsleague.org,211311.0,141,18463256,3,0,False
KINGMAN ARMY AIR FIELD HISTORICAL SOCIETY INC,main.kingmanaafhsmuseum.org,54619.0,0,0,0,0,False
CHINESE CULTURAL CENTER,www.tucsonchinese.org,331320.0,0,0,0,0,False
MUSEUM OF CONTEMPORARY ART,www.moca-tucson.org,354943.0,868,51742945,270,0,True
CHALLENGER LEARNING CENTER OF ARIZONA,www.azchallenger.org,844493.0,341,83271797,4,2,False
TUCSON SCOTTISH RITE CATHEDRAL FOUNDATION INC,www.tucsonscottishrite.org,209483.0,0,0,0,0,False
YOUNG ARTS ARIZONA LTD,www.youngartsaz.org,85804.0,203,10224929,8,0,False
CHILDRENS MUSEUM OF PHOENIX,www.childrensmuseumofphoenix.org,2978445.0,343809,4845362028,11,18,True
FOX TUCSON THEATRE FOUNDATION,foxtucsontheatre.org,773741.0,0,0,0,0,False
ARIZONA AEROSPACE FOUNDATION INC,www.pimaair.org,4901777.0,2048,149991836,0,0,True
UNIVERSITY OF ARIZONA FOUNDATION,www.uafoundation.org,201033495.0,0,0,0,0,False
ARIZONA ARCHAEOLOGICAL AND HISTORICAL SOCIETY,www.az-arch-and-hist.org,52212.0,0,0,0,0,False
TUCSON ZOOLOGICAL SOCIETY,www.tucsonzoo.org,3640197.0,243,186012,81,0,False
CAVE CREEK MUSEUM INC,www.cavecreekmuseum.org,114864.0,1303,352525015,14,0,True
ARIZONA MUSEUM FOR YOUTH FRIENDS,www.arizonamuseumforyouth.com,258952.0,3,1352,0,0,False
TRANSITION ZONE HORTICULTURAL INSTITUTE,www.thearb.org,754196.0,722,100520674,13,0,True
CHILDRENS MUSEUM OF NORTHWESTARKANSAS,www.amazeum.org,3888811.0,0,0,0,0,False
MUSEUM OF NATIVE AMERICAN HISTORY INC,www.monah.us,961833.0,171,11130613,2,0,False
FORT SMITH HERITAGE FOUNDATION INC,claytonhouse.org,114596.0,0,0,0,0,False
ARKANSAS SPORTS HALL OF FAME INC,www.arksportshalloffame.com,532612.0,894,8364315,163,0,True
MUSEUM OF THE ARKANSAS GRAND PRAIRIE INC,grandprairiemuseum.org,160564.0,39,512626,2,0,False
ARKANSAS ARTS CENTER FOUNDATION,www.arkarts.com,10297293.0,1524,137018700,5,0,False
WILDWOOD PARK FOR THE PERFORMING ARTS,www.wildwoodpark.org,597576.0,0,0,0,0,False
ARKANSAS HISTORICAL ASSOCIATION,arkansashistoricalassociation.org,96252.0,0,0,0,0,False
MUSEUM OF CONTEMPORARY ART OF HOT SPRINGS INC,museumofcontemporaryart.com,192587.0,1,604,0,0,True
US MARSHALS MUSEUM INC,usmarshalsmuseum.com,40253.0,3,1694,0,0,False
ARKANSAS ZOOLOGICAL FOUNDATION,www.littlerockzoo.com,563425.0,616,72150711,17,0,True
BRADLEY COUNTY VETERANS INC,www.bradleycountyveterans.org,26573.0,379,26524510,6,0,False
ARKANSAS AIR MUSEUM,www.arkansasairandmilitary.com,121835.0,0,0,0,0,False
GRANT COUNTY MUSEUM FOUNDATION INC,www.grantcountymuseumar.com,1882.0,0,0,0,0,False
CLOVER BEND HISTORICAL AND PRESERVATION DISTRICT,www.cloverbend.com,20101.0,0,0,0,0,False
ARKANSAS FALLEN FIREFIGHTERS MEMORIAL,www.arfallenfirefighters.org,151604.0,0,0,0,0,False
HENDRIX COLLEGE,www.hendrix.edu,87420436.0,0,0,0,0,False
MUSEUM OF DISCOVERY,www.museumofdiscovery.org,3591283.0,531,41597557,5,2,True
WASHINGTON COUNTY HISTORICAL SOCIETY-INC,www.washcohistoricalsociety.org,180341.0,7832,45373056,2,0,True
HOWARD COUNTY CHILDRENS CENTER INC,howardcountychildrenscenter.com,6836098.0,195,9182725,4,1,False
HISTORIC ARKANSAS MUSEUM FOUNDATION INC,www.historicarkansas.org,224273.0,2008,106728464,18,0,False
MUSEUM OF AUTOMOBILES INC,www.museumofautos.com,489347.0,192,6374417,13,0,False
JOHNSON COUNTY HISTORICAL SOCIETY INC,www.jchs6493.org,154491.0,0,0,0,0,False
EUREKA SPRINGS HISTORICAL MUSEUM INC,www.eurekaspringshistoricalmuseum.o,53609.0,0,0,0,0,False
FORT SMITH STREET CAR RESTORATION ASSOCIATION INC,www.fstm.org,439959.0,310,21096914,22,0,False
SILOAM SPRINGS MUSEUM SOCIETY,www.siloamspringsmuseum.com,87679.0,0,0,0,0,False
HISTORIC PRESERVATION ALLIANCE OF ARKANSAS INC,preservearkansas.org,138582.0,0,0,0,0,False
HOO-HOO MUSEUM,www.hoo-hoo.org,1.0,0,0,0,0,False
COTTON BELT RAIL HISTORICAL SOCIETY INC,arkansasrailroadmuseum.org,49089.0,0,0,0,0,False
ARKANSAS GOVERNORS MANSION ASSOCIATION,www.friendsofthemansion.org,198665.0,0,0,0,0,False
ARTS AND SCIENCE CENTER FOR SOUTHEAST ARKANSAS,www.asc71.org,1255969.0,0,0,0,0,False
MAIN STREET ELDORADO,www.mainstreeteldorado.org,414709.0,0,0,0,0,False
BOTANICAL GARDEN SOCIETY OF THE OZARKS INC,bgozarks.org,555979.0,0,0,0,0,False
ARKANSAS COUNTRY DOCTOR MUSEUM,www.drmuseum.net,199115.0,830,703136694,3,0,True
OLD INDEPENDENCE REGIONAL MUSEUM INC,www.oirm.org,125949.0,401,24741272,34,0,False
AVIATION CADET MUSEUM INC,www.aviationcadet.com,23558.0,710,21229954,3,0,True
REEDS BRIDGE BATTLEFIELD PRESERVATION SOCIETY INC,www.reedsbridgebattlefield.com,41782.0,0,0,0,0,False
BASS FISHING HALL OF FAME INC,www.bassfishinghof.com,18070.0,0,0,0,0,False
SOUTH ARKANSAS ARTS CENTER,www.saac-arts.org,568827.0,3,16140,1,0,False
FORT SMITH MUSEUM OF HISTORY,www.fortsmithmuseum.com,271053.0,7,26722,2,0,False
GARLAND COUNTY HISTORICAL SOCIETY,www.garlandcountyhistoricalsociety.com,43908.0,0,0,0,0,False
FRIENDS OF MOUNTAINVIEW CEMETARY,www.mountainviewcemetery.org,156258.0,482,31351986,9,0,False
VALLEY CENTER HISTORY MUSEUM,www.valleycenterhistory.org,52371.0,4,2170,0,0,False
FRIENDS OF HUDDART AND WUNDERLICH PARKS,www.huddartwunderlichfriends.org,336552.0,0,0,0,0,False
INTERNATIONAL MUSEUM THEATRE ALLIANCE INC,www.imtal.org,11376.0,0,0,0,0,False
OLD CITY CEMETERY COMMITTEE INC,www.oldcitycemetery.com,51968.0,1271,78909379,155,0,False
LOCKE FOUNDATION,www.locke-foundation.org,30905.0,0,0,0,0,False
THE WENDE MUSEUM OF THE COLD WAR INC,www.wendemuseum.org,1202685.0,94200,417227217,47,0,True
WARBIRD WEST AIR MUSEUM INC,www.wwam.org,185327.0,0,0,0,0,False
VIET HERITAGE SOCIETY INC,www.vietheritagesociety.org,872263.0,0,0,0,0,False
RIVERSIDE SPORT HALL OF FAME,www.riversidesporthalloffame.com,58487.0,0,0,0,0,False
BALBOA PARK CULTURAL PARTNERSHIP,www.balboapark.org,1395491.0,20435,1150223890,723,38,True
ZIMMER CHILDRENS MUSEUM,www.zimmermuseum.org,2388947.0,353,142151856,16,0,False
LACIS MUSEUM OF LACE AND TEXTILES INC,www.lacis.com,331514.0,76260,232339075,3,70,True
POP LAVAL FOUNDATION,www.poplavalfoundation.org,73563.0,0,0,0,0,False
BENBOUGH OPERATING FOUNDATION,www.benboughfoundation.org,2547628.0,3,1765,0,0,False
SHAPELL MANUSCRIPT FOUNDATION,www.shapell.org,1606699.0,0,0,0,0,False
PARENT REVOLUTION OF CALIFORNIA,parentrevolution.org,6102385.0,0,0,0,0,False
SACRAMENTO CHILDRENS MUSEUM,www.sackids.org,588601.0,392,22281012,0,0,True
SAN RAMON HISTORIC FOUNDATION,www.srhf.org,81003.0,0,0,0,0,False
OLD TOWN ELK GROVE FOUNDATION,www.oldtownelkgrovefoundation.org,68245.0,0,0,0,0,False
MODESTO ART MUSEUM,modestoartmuseum.org,57416.0,0,0,0,0,False
LAXART,laxart.org,997203.0,0,0,0,0,False
RIVERSIDE COUNTY PEACE OFFICER MEMORIAL FOUNDATION,www.rcpomf.org,17442.0,0,0,0,0,False
WORLD OF WONDERS SCIENCE MUSEUM INC,www.wowsciencemuseum.org,415476.0,409,54317154,0,0,True
LA SENORA RESEARCH INSTITUTE INC,www.lasenora.org,53794.0,0,0,0,0,False
FRENCH REGIONAL AMERICAN MUSEUMEXCHANGE INC,www.framemuseums.org,898391.0,0,0,0,0,False
VETERANS MEMORIAL MUSEUM INC,www.veteransmemorialmuseum.org,85874.0,171,5231498,30,0,True
GLOBAL HERITAGE FUND,www.globalheritagefund.org,3055686.0,2900,589399717,48,0,True
MUSEUM OF FORGOTTEN WARRIORS LIBRARY CENTER,www.museumoftheforgottenwarriors.or,92819.0,0,0,0,0,False
VENTURA BOTANICAL GARDENS INC,www.venturabotanicalgardens.com,299004.0,0,0,0,0,False
SERRA CROSS CONSERVANCY,www.serracrosspark.com,29385.0,0,0,0,0,False
FIRST COMPOSITE GROUP ASSOCIATION,www.firstcompositegroup.org,33469.0,0,0,0,0,False
CONEJO VALLEY HISTORICAL SOCIETY,www.stagecoachmuseum.org,118963.0,232,18629660,5,0,False
SIERRA COUNTY HISTORICAL SOCIETY,kentuckymine.org,36130.0,1,599,0,0,True
MOTHER LODE MINERAL SOCIETY,motherlodemineralsociety.com,61330.0,0,0,0,0,False
SIERRA HISTORIC SITES ASSOCIATION INC,www.fresnoflatsmuseum.org,30403.0,122,2402850,7,0,False
KIMBERLY CREST HOUSE AND GARDENS,www.kimberlycrest.org,936851.0,3805,1586617184,4,0,True
TRINITY COUNTY HISTORICAL SOCIETY,trinitymuseum.org,101490.0,246,8335522,16,0,False
CULTURAL HERITAGE FOUNDATION INC,www.heritagesquare.org,517715.0,2538,38026297,83,1,True
SAN JOSE MUSEUM OF ART ASSOCIATION,www.sjmusart.org,5298207.0,5767,326332079,690,0,True
SAN JUAN CAPISTRANO HISTORICAL SOCIETY,www.sjchistoricalsociety.com,82783.0,1,450,0,0,True
SANTA MARIA VALLEY HISTORICAL SOCIETY,www.santamariahistory.org,36025.0,0,0,0,0,False
SIERRA MONO MUSEUM,www.sierramonomuseum.org,56216.0,263,5536136,1,0,True
HAYWARD AREA FORUM OF THE ARTS,www.sungallery.org,79618.0,111,2422584,14,0,True
CONCORD HISTORICAL SOCIETY,www.concordhistorical.org,158634.0,0,0,0,0,False
HUMBOLDT ARTS COUNCIL,www.humboldtarts.org,316744.0,694,238471028,12,0,True
PLUMAS COUNTY MUSEUM ASSOCIATION,pcmuseum@psln.com,86816.0,0,0,0,0,False
NAPA VALLEY HERITAGE FUND G BISSONETTE,www.nvheritagefund.org,5527.0,0,0,0,0,False
